#####黑与白的漩涡1-消亡之地#####
24007	89	0	0	0	7					0	0	2	2	0	0					0	9300	358	50	850	1250					7400	100	40	50	30	30					10
24008	72	0	0	0						0	2	2	2	2						0	8200	358	50	157						7400	100	50	60	70						10
24009	89	0	0	0	0	0	0	0	0	7	0	2	0	0	2	2	2	2	2	0	9300	7300	7400	850	2709	2809	2909	3009	4453	6350	100	10	20	30	40	50	60	70	80	30
24010	0	0	0	0	0	0	0			28	2	0	2	2	2	2	2			0	7300	7400	2309	2409	2509	2609	3909				10	20	40	50	60	70	80			
#####黑与白的漩涡2-抉择之刻(白)#####
24011	0	0	0							0	2	2	4							0	7300	302	7300							7400	50	60	50							100
24012	0	0								0	2	6								0	7300	7300								7400	50	60								100
24013	0	0	0							0	2	2	6							0	7300	32	7300							7400	50	60	50							100
24014	0	0	0							0	2	2	0							0	7300	34	1134							7400	50	40	6							100
24015	0	0	0	0	0	0	8	0			2	0	2	2	2	2	0	2			7300	7400	451	609	2709	3009	6609	4654			10	20	40	35	40	45	30	50		
24016	0	0	0	0	8	8					2	0	2	2	0	0					7300	7400	2509	4554	6609	6309					10	20	40	50	30	30				
#####黑与白的漩涡2-抉择之刻(黑)#####
24017	0	0	0							0	2	2	4							0	7300	302	7300							7400	50	60	50							100
24018	0	0								0	2	6								0	7300	7300								7400	50	60								100
24019	0	0	0							0	2	2	6							0	7300	32	7300							7400	50	60	50							100
24020	0	0	0							0	2	2	0							0	7300	34	1134							7400	50	40	6							100
24021	0	0	0	0	0	0	8	0			2	0	2	2	2	2	0	2			7300	7400	451	609	2809	2909	6309	4854			10	20	40	35	40	45	30	50		
24022	0	0	0	0	8						2	0	2	2	0						7300	7400	2309	4454	6609						10	20	40	50	30					
#####黑与白的漩涡3-白之意志、黑之意志(白)#####
24023	0	40	0	0	0	0					2	2	2	2	2	2					7300	9658	359	451	2909	4209					10	25	30	40	50	50				
24024	0	0	0	0							2	2	2	2							7300	51	359	2109							10									
24025	0	0	0							0	2	35	10							0	7300	7550	7300							7400	50	50	50							100
24026	0	1	0	0						0	2	0	2	2						0	7300	7400	2106	2506						7400	80	50	60	50						100
24027	0	0	0							0	2	39	18							0	7300	7832	7300							7400	50	50	60							100
24028	0	1	0	0						0	2	0	2	2						0	7300	7400	2206	2606						7400	80	50	50	60						100
24029	0	0									2	2									7300	2609									30	70								
#####黑与白的漩涡3-白之意志、黑之意志(黑)#####
24030	0	0	0	11	0	0					2	0	2	5	2	2					7300	7400	158	6109	3009	3409					10	20	30	35	40	45				
24031	0	0	0	0	0						2	0	2	2	2						7300	7400	158	959	2009						10	20	40	45	50					
24032	0	0	0							0	2	35	10							0	7300	7550	7300							7400	50	50	50							100
24033	0	1	0	0						0	2	0	2	2						0	7300	7400	2106	2506						7400	80	50	60	50						100
24034	0	0	0							0	2	39	18							0	7300	7832	7300							7400	50	50	60							100
24035	0	1	0	0						0	2	0	2	2						0	7300	7400	2206	2606						7400	80	50	50	60						100
24036	0	0	0	0	0						2	2	2	2	2						7300	451	2109	2509	2909						10	40	30	35	40					
24037	0	0	0	0	0						2	2	2	2	2						7300	451	2009	2409	2809						10	40	30	35	40					
24038	0	0	0	0	0						2	2	2	2	2						7300	451	2209	2609	3009						10	40	30	35	40					
24039	0	0	0	0	0						2	2	2	2	2						7300	451	1909	2309	2709						10	40	30	35	40					
24040	0	0	0								2	0	2								7300	850	959								10	40	50							
24041	0	0									2	2									7300	2609									30	70								
#####黑与白的漩涡4-闪耀者、引导者(白)#####
24042	0	0	0	0	0	0					2	0	2	2	2	2					7300	7400	34	134	334	934					10	20	30	35	40	45				
24043	0	0	0	0	0						2	0	2	2	2						7300	7400	359	51	2109						10	20	40	45	50					
24044	51	53	0	0	0	0	0	0	0	0	24	26	2	2	0	2	2	2	0	2	51	51	359	509	1159	8802	9458	9706	1250	51	100	100	30	35	40	45	50	55	50	70
24045	51	53	0	0	0	0	0	0	0	0	24	26	2	2	0	2	2	2	0	2	51	51	359	509	1159	8802	9458	9706	1250	51	100	100	30	35	40	45	50	55	50	70
#####黑与白的漩涡4-闪耀者、引导者(黑)#####
24046	0	0	0	0	0	0					2	0	2	2	2	2					7300	7400	34	134	334	934					10	20	30	35	40	45				
24047	0	0	0	0	0						2	0	2	2	2						7300	7400	158	959	2009						10	20	40	45	50					
24048	51	53	0	0	0	0	0	0	0	0	24	26	2	2	0	2	2	2	0	2	51	51	359	509	1159	8802	9458	9706	1250	51	100	100	30	35	40	45	50	55	50	70
24049	51	53	0	0	0	0	0	0	0	0	24	26	2	2	0	2	2	2	0	2	51	51	359	509	1159	8802	9458	9706	1250	51	100	100	30	35	40	45	50	55	50	70
