#####黑与白的漩涡1-消亡之地#####
克劳姆	832071	20	5	2	550	50	30	50	30	100	2	30	0	0	70	30	0	0	100	100	100	100	100	100	0	3	0	0	9	101103	100	0			0	7300	7400	7830							
细胞分裂	832072	20	5	2	250	30	30	50	50	100	2	30	0	0	70	30	0	0	0	0	0	0	0	0	0	3	0	0	9	101103	100	0			0	7300	7400	7830							
教团神官	832073	20	5	9	450	30	30	30	250	100	2	30	0	0	30	70	0	0	100	100	100	100	100	100	0	3	0	0	9	100529	100	0			0	7300	7400	7830							
教团守卫	832074	20	5	9	220	50	50	50	200	100	2	30	0	0	30	70	0	0	0	0	0	0	0	0	0	3	0	0	9	100529	100	0			0	7300	7400	7830							
#####黑与白的漩涡2-抉择之刻(白)#####
地龙蜥	832075	20	5	1	27	32	32	13	6	200	4	10	0	0	80	20	0	0	0	0	0	0	0	0	0	1	0	0	7	101720	100	0			0	7300	7400	330							
火龙蜥	832076	20	5	1	30	35	35	10	5	200	4	10	0	0	0	0	80	20	0	0	0	0	0	0	1	1	0	0	7	101722	100	0			0	7300	7400								
蜥蜴斗士	832077	20	5	1	16	35	35	6	8	150	3	20	0	0	30	70	0	0	0	0	0	0	0	0	1	2	0	0	8	101701	100	0			0	7300	7400	30							
蜥蜴武士	832078	20	5	1	18	29	28	13	12	150	3	20	0	0	0	30	70	0	0	0	0	0	0	0	0	2	0	0	8	101702	100	0			0	7300	7400								
白龙使者	832079	200	5	9	300	50	50	50	300	500	10	100	0	0	30	30	30	30	100	100	100	100	100	100	2	3	0	0	10	101245	100	0			0	7300	7400								
丘比特	832080	20	5	3	10	20	5	35	35	300	6	50	0	0	0	0	50	50	100	100	100	100	100	100	2	4	0	0	9	101205	100	0			0	7300	7400								
#####黑与白的漩涡2-抉择之刻(黑)#####
地龙蜥	832081	20	5	1	27	32	32	13	6	200	4	10	0	0	80	20	0	0	0	0	0	0	0	0	0	1	0	0	7	101720	100	0			0	7300	7400	330							
火龙蜥	832082	20	5	1	30	35	35	10	5	200	4	10	0	0	0	0	80	20	0	0	0	0	0	0	1	1	0	0	7	101722	100	0			0	7300	7400								
蜥蜴斗士	832083	20	5	1	16	35	35	6	8	150	3	20	0	0	30	70	0	0	0	0	0	0	0	0	1	2	0	0	8	101701	100	0			0	7300	7400	30							
蜥蜴武士	832084	20	5	1	18	29	28	13	12	150	3	20	0	0	0	30	70	0	0	0	0	0	0	0	0	2	0	0	8	101702	100	0			0	7300	7400								
黑龙使者	832085	200	5	9	300	50	50	50	300	500	10	100	0	0	30	30	30	30	100	100	100	100	100	100	2	3	0	0	10	101244	100	0			0	7300	7400								
小恶魔	832086	20	5	3	19	18	7	23	28	50	1	30	0	0	70	0	0	30	0	0	0	0	0	0	0	3	0	0	9	101203	100	0			0	7300	7400	8030							
#####黑与白的漩涡3-白之意志、黑之意志(白)#####
黑龙的使者	832087	200	5	9	300	50	50	50	300	500	10	100	0	0	30	30	30	30	100	100	100	100	100	100	2	3	0	0	10	101244	100	0			0	7300	7400								
黑龙族	832088	20	5	1	31	31	23	14	11	250	5	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	6	101712	100	0			0	7300	7400								
