####洗礼一路见不平####
巢穴上层	0,1,2,3,4,5,6,7,8,9	86065	-1	-1	800115	800116	800117	0	0	0	0	0	0	0	10	10	10	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
巢穴下层	0,1,2,3,4,5,6,7,8,9	86066	-1	-1	800118	800119	800120	0	0	0	0	0	0	0	10	10	10	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
巢穴武装守卫	0,6,7,3,4	86067	-1	-1	800121	800122	800123	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
麦卡恩	0,6,7,3,4	86068	-1	-1	800124	800126	800125	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
#####洗礼二传承使者#####
阴冷的地下裂隙1		86069	-1	-1	800127	800128	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
阴冷的地下裂隙2		86070	-1	-1	800129	800130	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
阴冷的地下裂隙3		86071	-1	-1	800131	800132	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
阴冷的地下裂隙4		86072	-1	-1	800133	800134	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
地下裂隙最低层		86073	-1	-1	800140	800141	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
万年河童	0,3,5,2,9,1,7,8,4,6	86074	-1	-1	800135	800136		800137	0	800138	0	0	800139	0	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0
#####洗礼三阿蒙的幻影#####
东方甲乙土迷宫		86075	-1	-1	800142	800143	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
东方甲乙土BOSS	0,2,8,9,1,5	86076	-1	-1	800144	800145	0	0	800146	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
北方壬癸水迷宫		86077	-1	-1	800147	800148	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
北方壬癸水BOSS	0,2,8,9,1,5	86078	-1	-1	800149	800151	0	0	800150	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
南方丙丁火迷宫		86079	-1	-1	800152	800153	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
南方丙丁火BOSS	0,2,8,9,1,5	86080	-1	-1	800154	800156	0	0	800155	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
西方庚辛风迷宫		86081	-1	-1	800157	800158	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
西方庚辛风BOSS	0,2,8,9,1,5	86082	-1	-1	800159	800160	0	0	800161	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
陨石碎片1		86083	-1	-1	800162	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
陨石碎片2		86084	-1	-1	800163	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
陨石碎片3		86085	-1	-1	800164	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
陨石碎片4		86086	-1	-1	800165	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
#####洗礼四龙之试炼#####
地之试炼迷宫	1,2,3,4,5,6,7,8,9,0	86087	-1	-1	800166	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
水之试炼迷宫	1,2,3,4,5,6,7,8,9,0	86088	-1	-1	800168	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
火之试炼迷宫	1,2,3,4,5,6,7,8,9,0	86089	-1	-1	800170	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
风之试炼迷宫	1,2,3,4,5,6,7,8,9,0	86090	-1	-1	800172	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
地之领域底层	1,2,3,4,5,6,7,8,9,0	86091	-1	-1	800174	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
水之领域底层		86092	-1	-1	800176	800177	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
火之领域底层		86093	-1	-1	800178	800179	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
风之领域底层	1,2,3,4,5,6,7,8,9,0	86094	-1	-1	800180	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
地龙神使	0,6,7,8,9	86095	-1	-1	800182	800183	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
水龙神使	0,6,7,8,9	86096	-1	-1	800184	800185	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
火龙神使	0,6,7,8,9	86097	-1	-1	800186	800187	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
风龙神使	0,6,7,8,9	86098	-1	-1	800188	800189	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
圣龙+魔龙	1,2	86099	-1	-1	800190	800191	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
#####洗礼五最后的洗礼#####
神庙迷宫	2,1	86100	-1	-1	800192	800193	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
尘封的沙庙	2,1	86101	-1	-1	800194	800195	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
古尔迪亚	0,4,3,5,8,9	86102	-1	-1	800196	800197	800198	800199	800200	800201	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0
奥尔曼	0,7,6,4,3	86103	-1	-1	800202	800203	800204	800205	800206	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
菲尔尼	0,7,6,4,3	86104	-1	-1	800207	800208	800209	800210	800211	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
