####洗礼一路见不平####
委托?	酒店主人的委托										730023	27820	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17100	100	0	0			0
信件?	老师的信										730024	27820	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17101	100	0	0			0
药草?	药草囊										730025	27404	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17102	100	0	0			0
道具?	醒酒汤										730026	99239	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17103	100	0	0			0
照片?	玛莎的照片										730027	98510	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17104	100	0	0			0
信件?	玛莎的信										730028	27820	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17105	100	0	0			0
#####洗礼二传承使者#####
信件?	给基里安特的信										730029	27820	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17106	100	0	0			0
便条?	基里安特的便条										730030	27820	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17107	100	0	0			0
纸条?	主人留下的纸条										730031	27820	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17108	100	0	0			0
信件?	给鲁耶利莲娜的信										730032	27820	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17109	100	0	0			0
信件?	女主人的信										730033	27820	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17110	100	0	0			0
戒指?	传承者戒指										730034	25201		18		0	1			1	1	0	6		50	50				0	41	41	10	10	10	10			10	10																													20	20	20	20	20	20	20	20	20	20	20	20								0	0	1			0		17111	100		0			
#####洗礼三阿蒙的幻影#####
信件?	委托调查信										730035	27820	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17116	100	0	0			0
线索?	线索卡片1										730036	27487	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17117	100	0	0			0
线索?	线索卡片2										730037	27487	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17118	100	0	0			0
线索?	线索卡片3										730038	27487	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17119	100	0	0			0
线索?	线索卡片4										730039	27487	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17120	100	0	0			0
线索?	线索卡片5										730040	27487	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17121	100	0	0			0
线索?	线索卡片6										730041	27487	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17122	100	0	0			0
清单?	收集品清单										730042	27820	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17123	100	0	0			0
树叶?	古树之叶										730043	27153	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17124	100	0	0			0
火种?	幽冥火种										730044	26543	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17125	100	0	0			0
颗粒?	沙尘颗粒										730045	26537	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17126	100	0	0			0
结晶?	冻源结晶										730046	99123	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17127	100	0	0			0
徽章?	萨尔瓦洛的徽章										730047	99193	0	21		0	1	0	0	1	1	1	8	0	100	100			0	0	30	30			10	10			10	10	5	5	5	5	5	5	5	5			50	50																																				0	1	0	15	15	0		17128	100	0	0			0
陨石?	陨石碎片										730048	26805	0	26		0	1	0	0	1	1	100	1	0					0	0																																																												0			0		17129	100	0	0			0
信件?	给汉克的信										730049	27820	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17130	100	0	0			0
#####洗礼四龙之试炼#####
信件?	埃尔斯潘的认证卡										730050	27487	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17131	100	0	0			0
信件?	埃尔斯多的证明										730051	27487	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17132	100	0	0			0
信件?	地龙神使的认证										730052	27811	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17133	100	0	0			0
信件?	风龙神使的认证										730053	27808	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17134	100	0	0			0
信件?	冰龙神使的认证										730054	27809	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17135	100	0	0			0
信件?	火龙神使的认证										730055	27810	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17136	100	0	0			0
戒指?	龙神之戒										730056	27619		18		0	1			1	1	0	8		100	100				0	25	25			10	10			5	5					10	10	5	5																																								0	0	1	20	20	0		17137	100		0			
#####洗礼五最后的洗礼#####
信件?	试炼通过证明										730057	27446	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		17138	100	0	0			0
道具?	洗礼的项链										730058	99279	0	17		0	1	0	72	1	1	1	10	0	300	300				0	50	50	40	40	30	30			20	20	10	10	15	15	15	15	15	15	100	100	50	50																	20	20	20	20	20	20	20	20	20	20	20	20								0	0	1			0		17139	100	0	0			0
卡片?	技能格增长卡Lv1	Cayenne_xili5_7.txt			ITEM_useMystery						730059	27489	0	26		0	1	0	0	1	1	1	7	0					0	0																																																										0	1	0			0	17140	17141	100	0	0			0
