####洗礼一路见不平####
28090		0	777	0	0	60	60	1	3	10	1			86065										1									
28091		0	777	0	0	60	60	1	3	10	1			86066										1									
28092		0	777	0	0	60	60	1	3	10	1			86067										1									
28093		0	777	0	0	60	60	1	3	10	1			86068										1									
#####洗礼二传承使者#####
28094		0	777	0	0	60	60	1	3	10	1			86069										1									
28095		0	777	0	0	60	60	1	3	10	1			86070										1									
28096		0	777	0	0	60	60	1	3	10	1			86071										1									
28097		0	777	0	0	60	60	1	3	10	1			86072										1									
28098		0	57205	0	0	69	69	3	5	10	1			86073										1									
28099		0	777	0	0	60	60	1	3	10	1			86074										1									
#####洗礼三阿蒙的幻影#####
28100		0	777	0	0	60	60	1	3	10	1			86075										1									
28101		0	777	0	0	60	60	1	3	10	1			86076										1									
28102		0	777	0	0	60	60	1	3	10	1			86077										1									
28103		0	777	0	0	60	60	1	3	10	1			86078										1									
28104		0	777	0	0	60	60	1	3	10	1			86079										1									
28105		0	777	0	0	60	60	1	3	10	1			86080										1									
28106		0	777	0	0	60	60	1	3	10	1			86081										1									
28107		0	777	0	0	60	60	1	3	10	1			86082										1									
28108		0	777	0	0	60	60	1	3	10	1			86083	86084	86085	86086							1	1	1	1						
#####洗礼四龙之试炼#####
28109		0	777	0	0	60	60	1	3	10	1			86087										1									
28110		0	777	0	0	60	60	1	3	10	1			86088										1									
28111		0	777	0	0	60	60	1	3	10	1			86089										1									
28112		0	777	0	0	60	60	1	3	10	1			86090										1									
28113		0	57251	0	0	99	79	3	5	10	1			86091										1									
28114		0	57253	0	0	99	79	3	5	10	1			86092										1									
28115		0	57252	0	0	99	79	3	5	10	1			86093										1									
28116		0	57254	0	0	99	79	3	5	10	1			86094										1									
28117		0	777	0	0	60	60	1	3	10	1			86095										1									
28118		0	777	0	0	60	60	1	3	10	1			86096										1									
28119		0	777	0	0	60	60	1	3	10	1			86097										1									
28120		0	777	0	0	60	60	1	3	10	1			86098										1									
28121		0	777	0	0	60	60	1	3	10	1			86099										1									
#####洗礼五最后的洗礼#####
28122		0	777	0	0	60	60	1	3	10	1			86100										1									
28123		0	57302	0	0	199	199	3	5	10	1			86101										1									
28124		0	57303	0	0	199	199	3	5	10	1			86101										1									
28125		0	57304	0	0	199	199	3	5	10	1			86101										1									
28126		0	777	0	0	60	60	1	3	10	1			86102										1									
28127		0	777	0	0	60	60	1	3	10	1			86103										1									
28128		0	777	0	0	60	60	1	3	10	1			86104										1									
