####洗礼一路见不平####																																																																																																																						
巢穴上层	第	层	330	0	1	1	21600	0	57189	13	8	13	8	0	57190	7	12	7	12	1	1	2311	100	0	15530	15526	15540	15544	17504	103012	103012	103012	103012	17976	17977	0	0	1	11	11	50	50	50	50	8	12	8	12	28090	41	44	3	5	11	214	0																																												-1																		6
巢穴下层	第	层	331	0	1	1	21600	0	57190	13	9	20	15	0	57191	4	7	4	7	1	1	2311	100	0	15530	15526	15540	15544	17504	103012	103012	103012	103012	17976	17977	0	0	1	6	7	50	50	50	50	8	12	8	12	28091	45	47	3	5	7	214	0																																												-1																		6
巢穴下层	第	层	332	0	1	1	21600	0	57190	13	9	20	15	0	57191	7	30	7	30	1	1	2311	100	0	15530	15526	15540	15544	17504	103012	103012	103012	103012	17976	17977	0	0	1	6	7	50	50	50	50	8	12	8	12	28091	45	47	3	5	7	214	0																																												-1																		6
巢穴下层	第	层	333	0	1	1	21600	0	57190	13	9	20	15	0	57191	6	51	6	51	1	1	2311	100	0	15530	15526	15540	15544	17504	103012	103012	103012	103012	17976	17977	0	0	1	6	7	50	50	50	50	8	12	8	12	28091	45	47	3	5	7	214	0																																												-1																		6
#####洗礼二传承使者#####
阴冷的地下裂隙	地下	楼	334	0	1	1	21600	0	57201	25	25	25	25	0	57202	13	8	13	8	1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	5	5	60	80	60	80	10	20	10	20	28094	49	55	3	5	5	214	0																																												-1																	214	2
阴冷的地下裂隙	地下	楼	335	0	1	1	21600	0	57202	18	18	18	18	0	57203	13	8	13	8	1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	5	5	60	80	60	80	10	20	10	20	28095	49	55	3	5	5	214	0																																												-1																	214	2
阴冷的地下裂隙	地下	楼	336	0	1	1	21600	0	57203	18	18	18	18	0	57204	13	8	13	8	1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	5	5	60	80	60	80	10	20	10	20	28096	54	59	3	5	5	214	0																																												-1																	214	2
阴冷的地下裂隙	地下	楼	337	0	1	1	21600	0	57204	18	18	18	18	0	57205	27	36	27	36	1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	5	5	60	80	60	80	10	20	10	20	28097	54	59	3	5	5	214	0																																												-1																	214	2
#####洗礼三阿蒙的幻影#####
东方甲乙土		层	338	0	1	1	21600	0	57217	37	19	37	19	0	57218	38	11	38	11	1	0	9523	100	0	0	0	0	0	0	103013	103013	103013	103013	17971	17970	0	0	1	10	10	40	60	40	60	10	20	10	20	28100	55	56	3	5	10	215	0																																												-1																		4
南方丙丁火		层	339	0	1	1	21600	0	57217	20	35	20	35	0	57218	38	46	38	46	1	1	9618	100	0	0	0	0	0	0	103011	103011	103011	103011	17982	17983	0	0	1	10	10	40	60	40	60	10	20	10	20	28104	55	56	3	5	10	215	1																																												-1																		8
西方庚辛风		层	340	0	1	1	21600	0	57217	4	19	4	19	0	57218	5	46	5	46	1	0	9682	100	0	0	0	0	0	0	103012	103012	103012	103012	17991	17990	0	0	1	10	10	40	60	40	60	10	20	10	20	28106	55	56	3	5	10	215	1																																												-1																		3
北方壬癸水		层	341	0	1	1	21600	0	57217	20	3	20	3	0	57218	5	11	5	11	1	1	9491	100	0	0	0	0	0	0	103010	103010	103010	103010	17966	17967	0	0	1	10	10	40	60	40	60	10	20	10	20	28102	55	56	3	5	10	215	1	15082	20	10	1	15083	20	10	1	15084	20	10	2	15085	20	10	2	15086	20	10	3	15087	20	10	3	15088	20	10	4	15089	20	10	4	15090	20	10	5	15091	20	10	5				-1																		2
#####洗礼四龙之试炼#####
地之试炼	第	层	342	0	1	1	21600	0	57256	16	10	16	10	0	57251	10	7	10	7	1	0	9523	100	0	0	0	0	0	0	103013	103013	103013	103013	17971	17970	0	0	1	10	10	40	60	40	60	10	20	10	20	28109	80	81	3	5	10	215	0																																												-1																		12
水之试炼	第	层	343	0	1	1	21600	0	57256	16	79	16	79	0	57253	10	7	10	7	1	1	9650	100	0	0	0	0	0	0	103010	103010	103010	103010	17986	17987	0	0	1	10	10	40	60	40	60	10	20	10	20	28110	80	81	3	5	10	213	1																																												-1																		12
火之试炼	第	层	344	0	1	1	21600	0	57256	78	10	78	10	0	57252	10	7	10	7	1	1	9618	100	0	0	0	0	0	0	103011	103011	103011	103011	17982	17983	0	0	1	10	10	40	60	40	60	10	20	10	20	28111	80	81	3	5	10	213	1																																												-1																		12
风之试炼	第	层	345	0	1	1	21600	0	57256	78	79	78	79	0	57254	10	7	10	7	1	1	9634	100	0	0	0	0	0	0	103012	103012	103012	103012	17984	17985	0	0	1	10	10	40	60	40	60	10	20	10	20	28112	80	81	3	5	10	213	1																																												-1																		12
#####洗礼五最后的洗礼#####
神庙的迷路		层	346	0	1	1	21600	0	57300	35	30	35	30	0	57301	12	35	12	35	1	1	2311	100	0	15530	15526	15540	15544	17504	103012	103012	103012	103012	17952	17953	0	0	1	10	10	40	60	40	60	10	20	10	20	28122	95	95	3	5	10	214	0																																												-1																		6
