#####羁绊一实验#####
影子	8615	200	5	9	30	30	30	30	30	500	10	100	0	0	30	30	30	30	0	0	0	0	0	0	0	3	0	0	10	101533	100	0			0	7300	7400								
帕鲁凯斯之影	8616	200	5	9	50	50	50	50	50	500	10	100	0	0	30	30	30	30	100	100	100	100	100	100	0	3	0	0	10	101533	100	0			0	7300	7400								
梅伯尔	8617	200	5	9	500	50	50	50	500	500	10	100	0	0	50	50	50	50	100	100	100	100	100	100	2	3	0	0	10	107904	100	0			0	7300	7400								
哥拉尔士兵	8618	20	5	9	100	50	50	50	50	500	10	100	0	0	30	30	30	30	100	100	100	100	100	100	0	3	0	0	10	107900	100	0			0	7300	7400								
艾德奇美拉	8619	20	5	9	100	50	50	50	50	500	10	100	0	0	30	30	30	30	0	0	0	0	0	0	0	3	0	0	10	107901	100	0			0	7300	7400								
依鲁特奇美拉	8620	20	5	9	100	50	50	50	50	500	10	100	0	0	30	30	30	30	0	0	0	0	0	0	0	3	0	0	10	107902	100	0			0	7300	7400								
暗黑僧侣	8621	20	5	2	48	39	18	15	36	300	6	0	0	0	0	100	0	0	0	0	0	0	0	0	1	4	0	0	6	107101	100	0			0	7300	7400								
斩首者	8622	20	5	2	48	39	18	15	37	300	6	0	0	0	0	0	100	0	0	0	0	0	0	0	1	4	0	0	6	107102	100	0			0	7300	7400								
阿夏芙之影(红)	8623	200	5	9	500	50	50	50	500	500	10	100	0	0	50	50	50	50	100	100	100	100	100	100	2	3	0	0	10	107202	100	0			0	7300	7400								
阿夏芙之影(红)	8624	200	5	9	500	50	50	50	500	500	10	100	0	0	50	50	50	50	100	100	100	100	100	100	2	3	0	0	10	107202	100	0			0	7300	7400								
阿夏芙之影(蓝)	8625	200	5	9	500	50	50	50	500	500	10	100	0	0	50	50	50	50	100	100	100	100	100	100	2	3	0	0	10	107201	100	0			0	7300	7400								
阿夏芙之影(蓝)	8626	200	5	9	500	50	50	50	500	500	10	100	0	0	50	50	50	50	100	100	100	100	100	100	2	3	0	0	10	107201	100	0			0	7300	7400								
帕鲁凯斯之影	8627	200	5	9	500	50	50	50	500	500	10	100	0	0	30	30	30	30	100	100	100	100	100	100	0	3	0	0	10	101533	100	0			0	7300	7400								
哥拉尔士兵	8628	20	5	9	100	50	50	50	50	500	10	100	0	0	30	30	30	30	100	100	100	100	100	100	0	3	0	0	10	107900	100	0			0	7300	7400								
耶卡之影	8629	200	5	9	500	50	50	50	500	500	10	100	0	0	30	30	30	30	100	100	100	100	100	100	0	3	0	0	10	107103	100	0			0	7300	7400								
亡灵	8630	20	5	9	100	50	50	50	50	500	10	100	0	0	30	30	30	30	100	100	100	100	100	100	0	3	0	0	10	107101	100	0			0	7300	7400								
阿夏芙之影(红)	8631	200	5	9	500	50	50	50	500	500	10	100	0	0	50	50	50	50	100	100	100	100	100	100	2	3	0	0	10	107202	100	0			0	7300	7400								
阿夏芙之影(蓝)	8632	200	5	9	500	50	50	50	500	500	10	100	0	0	50	50	50	50	100	100	100	100	100	100	2	3	0	0	10	107201	100	0			0	7300	7400								
耶卡之影	8633	200	5	9	500	50	50	50	500	500	10	100	0	0	30	30	30	30	100	100	100	100	100	100	0	3	0	0	10	107103	100	0			0	7300	7400								
帕鲁凯斯之影	8634	200	5	9	500	50	50	50	500	500	10	100	0	0	30	30	30	30	100	100	100	100	100	100	0	3	0	0	10	107911	100	0			0	7300	7400								
恶魔蝙蝠	8635	20	5	3	11	32	8	27	22	300	6	50	0	0	0	80	20	0	0	0	0	0	0	0	2	4	0	0	10	101244	100	0			0	7300	7400								
恶魔蝙蝠	8636	20	5	3	11	32	8	27	22	300	6	50	0	0	0	80	20	0	0	0	0	0	0	0	2	4	0	0	10	101244	100	0			0	7300	7400								
天使蝙蝠	8637	20	5	3	7	20	10	35	28	300	6	50	0	0	20	0	0	80	0	0	0	0	0	0	2	4	0	0	10	101245	100	0			0	7300	7400								
