#####七宗罪一邪灵鸟人#####
613020		0	44880	0	0	109	99	1	3	10	1			613025	613026	613027								1	1	1							
613021		0	777	1	1	1	1	1	3	10	1			613028										1									
613022		0	777	1	1	1	1	1	3	10	1			613029										1									
#####七宗罪二贪婪之心#####
613023		0	44881	0	0	269	119	1	3	10	5			613030	613031									50	50								
613024		0	777	1	1	1	1	1	3	10	1			613032										1									
613025		0	777	1	1	1	1	1	3	10	1			613033										1									
613026		0	777	1	1	1	1	1	3	10	1			613034										1									
613027		0	777	1	1	1	1	1	3	10	1			613035										1									
613028		0	777	1	1	1	1	1	3	10	1			613036										1									
613029		0	777	1	1	1	1	1	3	10	1			613037										1									
613030		0	777	1	1	1	1	1	3	10	1			613038										1									
#####七宗罪三色欲的诱惑#####
613031		0	44890	0	0	81	82	1	3	10	5			613039										1									
613032		0	777	6	4	6	5	1	3	10	10			613040										1									
613033		0	777	6	4	6	5	1	3	10	10			613041										1									
613034		0	777	6	4	6	5	1	3	10	10			613042										1									
613035		0	777	6	4	6	5	1	3	10	10			613043										1									
#####七宗罪四消失的古都#####
613036		0	777	6	4	6	5	1	3	10	10			613044										1									
613037		0	777	6	4	6	5	1	3	10	10			613045										1									
613038		0	44910	0	0	274	199	3	5	10	10			613046										1									
613039		0	777	6	4	6	5	1	3	10	10			613047										1									
613040		0	777	6	4	6	5	1	3	10	10			613048										1									
#####七宗罪五隐藏的真相#####
613041		0	44965	0	0	199	99	3	5	10	10			613049										1									
613042		0	777	6	4	6	5	1	3	10	10			613050										1									
613043		0	777	6	4	6	5	1	3	10	10			613051										1									
613044		0	44966	0	0	92	199	3	5	10	10			613052										1									
613045		0	777	6	4	6	5	1	3	10	10	613046	100	613053										1									
613046		0	777	6	4	6	5	1	3	10	10			613054										1									
#####七宗罪六传说中的勇者#####
613047		0	44969	0	0	109	99	1	3	10	1			613025	613026	613027								1	1	1							
613048		0	777	6	4	6	5	1	3	10	10			613055										1									
613049		0	777	6	4	6	5	1	3	10	10			613056										1									
#####七宗罪终原罪#####
613050		0	44981	0	0	599	199	3	5	10	10			613057	613058	613059	613060							1	1	1	1						
613051		0	777	6	4	6	5	1	3	10	10	613052	100	613061										1									
613052		0	777	6	4	6	5	1	3	10	10	613053	100	613062										1									
613053		0	777	6	4	6	5	1	3	10	10			613063										1									
