#####七宗罪一邪灵鸟人#####
邪灵鸟人	832018	100	5	9	200	70	0	45	200	300	6	0	5	5	0	0	60	40	0	0	0	0	0	0	2	1	5	5	0	101834	100	0			0	7300	7400	530							
堕落僧侣梅鲁	832019	100	5	9	350	50	0	0	250	300	6	0	5	5	40	40	40	40	0	0	0	0	0	0	2	1	5	5	0	101532	100	0			0	7300	7400	530							
#####七宗罪二贪婪之心#####
守护者	832020	100	5	9	200	50	0	20	180	300	6	0	5	5	70	30	30	30	0	0	0	0	0	0	2	1	5	5		101513	100	0			0	7300	7400	530							
葛罗姆	832021	100	5	9	280	50	0	10	200	300	6	0	5	5	70	30	30	30	0	0	0	0	0	0	2	1	5	5		100339	100	0			0	7300	7400	530							
顽皮炸弹	832022	100	5	9	150	30	0	20	150	300	6	0	5	5	70	30	30	30	0	0	0	0	0	0	2	1	5	5		101520	100	0			0	7300	7400	530							
人类?	832023	100	5	9	90	80	10	25	15	300	6	0	5	5	40	0	0	60	0	0	0	0	0	0	0	3	5	5	9	100428	100	0			0	7300	7400								
#####七宗罪三色欲的诱惑#####
守护者	832024	100	5	9	200	50	10	25	175	300	6	50	0	0	0	0	0	100	0	0	0	0	0	0	2	4	0	0	9	101511	100	0			0	7300	7400								
希尔芙	832025	100	5	9	380	30	0	10	240	300	6	50	0	0	40	40	40	40	0	0	0	0	0	0	2	4	0	0	9	100270	100	0			0	7300	7400								
漂浮炸弹	832026	100	5	9	210	30	0	10	170	50	1	40	0	0	0	0	0	100	0	0	0	0	0	0	0	4	0	0	10	101523	100	0			0	7300	2230								
守护者	832027	100	5	9	150	30	0	20	150	300	6	50	0	0	0	0	0	100	0	0	0	0	0	0	2	4	0	0	9	101511	100	0			0	7300	7400								
拉斯特	832028	100	5	9	220	30	0	20	170	300	6	50	0	0	40	40	40	40	0	0	0	0	0	0	2	4	0	0	9	106677	100	0			0	7300	7400								
格拉托尼	832029	100	5	9	220	60	0	20	120	300	6	50	0	0	40	40	40	40	0	0	0	0	0	0	2	4	0	0	9	100552	100	0			0	7300	7400								
#####七宗罪四消失的古都#####
被灼伤的蜥蜴	832050	100	5	9	220	60	0	20	200	150	3	20	0	0	20	20	80	20	0	0	0	0	0	0	0	2	0	0	8	101702	100	0			0	7300	7400								
守护者	832051	100	5	9	230	50	0	20	200	300	6	50	0	0	30	30	100	30	0	0	0	0	0	0	2	4	0	0	9	101510	100	0			0	7300	7400								
沙罗曼	832052	100	5	9	330	40	0	10	210	300	6	50	0	0	50	50	50	50	0	0	0	0	0	0	2	4	0	0	9	100252	100	0			0	7300	7400								
火龙蜥	832053	100	5	9	210	40	0	10	300	150	3	20	0	0	50	50	50	50	0	0	0	0	0	0	0	2	0	0	8	101722	100	0			0	7300	7400								
#####七宗罪五隐藏的真相#####
守护者	832054	100	5	9	180	30	0	20	170	300	6	50	0	0	30	100	30	30	0	0	0	0	0	0	2	4	0	0	9	101512	100	0			0	7300	7400								
