#####七宗罪一邪灵鸟人#####						
4630	44880	29	3	44880	67	51
4631	44880	67	51	44880	29	3
4632	44880	67	7	44880	103	3
4633	44880	103	3	44880	67	7
4634	44880	108	29	44880	103	91
4635	44880	103	91	44880	108	29
4636	44880	106	72	44880	60	98
4637	44880	60	98	44880	106	72
4638	44880	43	98	44880	9	95
4639	44880	9	95	44880	43	98
4640	44880	10	77	44877	14	27
4641	44877	14	27	44880	10	77
4642	44879	14	4	400	151	334
4643	44880	32	54	400	151	334
#####七宗罪二贪婪之心#####						
4644	44881	46	1	44881	38	69
4645	44881	38	69	44881	46	1
4646	44881	4	106	44881	98	1
4647	44881	98	1	44881	4	106
4648	44881	98	17	44881	82	73
4649	44881	82	73	44881	98	17
4650	44881	106	116	44881	168	2
4651	44881	168	2	44881	106	116
4652	44881	190	1	44881	182	73
4653	44881	182	73	44881	190	1
4654	44881	195	116	44881	222	1
4655	44881	222	1	44881	195	116
4656	44881	222	26	44881	244	73
4657	44881	244	73	44881	226	26
4658	44881	262	110	44883	8	22
4659	44883	8	22	44881	262	110
4660	44882	8	14	1500	35	69
#####七宗罪三色欲的诱惑#####						
4674	44888	10	16	3200	45	61
4675	44889	6	24	300	267	254
4676	44889	23	6	44890	9	2
4677	44890	9	2	44889	23	6
4678	44890	5	10	44890	74	76
4679	44890	74	76	44890	5	10
4680	44890	70	69	44890	9	33
4681	44890	9	33	44890	70	69
4682	44890	5	33	44890	9	54
4683	44890	9	54	44890	5	33
4684	44890	12	54	44890	9	77
4685	44890	9	77	44890	12	54
4686	44890	12	77	44890	74	10
4687	44890	74	10	44890	12	77
4688	44890	70	10	44890	40	55
4689	44890	40	55	44890	70	10
4690	44890	40	24	44894	9	10
#####七宗罪四消失的古都#####
5071	44910	48	46	44910	100	27
5072	44910	100	27	44910	48	46
5073	44910	120	5	44910	190	5
5074	44910	190	5	44910	120	5
5075	44910	180	9	44910	100	9
5076	44910	100	9	44910	180	9
5077	44910	100	4	44910	250	4
5078	44910	250	4	44910	100	4
5079	44910	228	47	44910	12	174
5080	44910	12	174	44910	228	47
5081	44910	40	85	44910	100	100
5082	44910	100	100	44910	40	85
5083	44910	101	77	44910	175	114
5084	44910	175	114	44910	101	77
5085	44910	175	88	44910	272	78
5086	44910	272	78	44910	175	88
5087	44910	249	123	44910	100	165
5088	44910	100	165	44910	249	123
5089	44910	115	153	44910	153	153
5090	44910	153	153	44910	115	153
5091	44910	197	152	44910	270	156
5092	44910	270	156	44910	197	152
5093	44910	234	192	44912	25	40
5094	44912	25	40	44910	234	192
5095	44911	166	112	44915	25	40
5096	44911	166	113	44915	25	40
5097	44915	25	40	44911	166	112
#####七宗罪五隐藏的真相#####
5098	44965	8	37	15522	32	32
5099	44965	20	37	44965	56	4
5100	44965	56	4	44965	20	37
5101	44965	163	94	44965	27	96
5102	44965	27	96	44965	163	94
#####七宗罪六传说中的勇者#####
5103	44969	29	3	44969	67	51
5104	44969	67	51	44969	29	3
5105	44969	67	7	44969	103	3
5106	44969	103	3	44969	67	7
5107	44969	108	29	44969	103	91
5108	44969	103	91	44969	108	29
5109	44969	106	72	44969	60	98
5110	44969	60	98	44969	106	72
5111	44969	43	98	44969	9	95
5112	44969	9	95	44969	43	98
5113	44969	10	77	44970	14	27
5114	44970	14	27	44969	10	77
#####七宗罪终原罪#####
5115	44981	5	5	44982	4	10
5116	44982	4	10	44981	5	5
