#####七宗罪一邪灵鸟人#####
贝兹迷宫遇敌1		613025	-1	-1	800046	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
贝兹迷宫遇敌2		613026	-1	-1	800047	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
贝兹迷宫遇敌3		613027	-1	-1	800046	800047	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
邪灵鸟人	0	613028	-1	-1	800044	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
堕落僧侣	0	613029	-1	-1	800045	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
#####七宗罪二贪婪之心#####
翠绿洞窟遇敌1		613030	-1	-1	800048	800049	800050	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
翠绿洞窟遇敌2		613031	-1	-1	800051	800052	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
守护者遇敌	0	613032	-1	-1	800053	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BOSS遇敌	0,6,8,3,4,9,7	613033	-1	-1	800055	800054	800057	800058	800056	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
人类?	0	613034	-1	-1	800059	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
翠绿之心1		613035	-1	-1	17003	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
翠绿之心2		613036	-1	-1	3002	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
翠绿之心3		613037	-1	-1	17028	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
翠绿之心4		613038	-1	-1	18001	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
#####七宗罪三色欲的诱惑#####
迷惑的炎黄洞窟遇敌		613039	-1	-1	800060	800061	800062	800063	800064	0	0	0	0	0	20	20	20	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
洞窟守护者	3,9	613040	-1	-1	800065	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
炎黄洞窟		613041	-1	-1	800060	800061	800062	800063	800064	0	0	0	0	0	20	20	20	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
希尔芙	0,4,2,7,3,1,6	613042	-1	-1	800066	800067	0	0	800068	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
支线拉斯特	1,2	613043	-1	-1	800069	800070	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
#####七宗罪四消失的古都#####
沙漠洞窟遇敌		613044	-1	-1	800071	800072	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
被灼伤的蜥蜴	0	613045	-1	-1	800073	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
灼热洞窟遇敌		613046	-1	-1	800074	800075	800076	800077	800078	0	0	0	0	0	30	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
守护者	1,2	613047	-1	-1	800079	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
沙罗曼	0,4	613048	-1	-1	800080	800081	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
#####七宗罪五隐藏的真相#####
碧蓝洞窟遇敌		613049	-1	-1	800082	800083	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
守护者	0	613050	-1	-1	800084	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
碧蓝迷宫遇敌		613051	-1	-1	800085	800086	800087	0	0	0	0	0	0	0	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
