#####羁绊一实验#####
漆黑的暗道		层	214	0	1	1	21600	0	57059	25	15	25	15	0	57060	14	16	14	16	1	1	7820	100	0	17089	17088	17089	17088	17087	103012	103012	103012	103012	12000	12002	0	0	1	10	10	40	60	40	60	10	20	10	20	50176	106	116	3	5	5	214	0																																												-1	61100	100																1
漆黑的密道		层	215	0	1	1	21600	0	57062	22	26	22	26	0	57063	23	46	23	46	1	1	7820	100	0	17089	17088	17089	17088	17087	103012	103012	103012	103012	12000	12002	0	0	1	20	22	40	60	40	60	10	20	10	20	50179	115	123	3	5	10	214	0																																												-1																		1
#####羁绊三蠢动#####
陷阱迷宫		层	350	0	1	1	21600	0	57073	10	7	10	7	0	57074	10	14	10	14	1	1	7820	100	0	17089	17088	17089	17088	17087	103012	103012	103012	103012	12000	12002	0	0	1	10	11	60	80	60	80	10	20	10	20	50189	67	68	3	5	10	214	0																																												-1																	200	1
#####羁绊四追击#####
流沙洞窟	地下	楼	351	0	1	1	21600	0	57082	31	19	31	19	0	57083	10	37	10	37	1	1	7807	100	0	0	0	0	0	0	103012	103012	0	17955	17954	17955	0	0	1	10	11	40	60	40	60	10	20	10	20	50194	70	71	3	5	10	213	1																																												-1																	213	2
流沙洞窟深处	地下	楼	352	0	1	1	21600	0	57083	20	12	20	12	0	57084	14	14	14	14	1	1	7807	100	0	0	0	0	0	0	103012	103012	0	17955	17954	17955	0	0	1	10	11	40	60	40	60	10	20	10	20	50195	70	74	3	5	10	213	1																																												-1																	213	2
####羁绊五永远#####
阿斯法地下迷宫	第	层	353	0	1	1	21600	0	57087	17	10	17	10	0	57088	15	23	15	23	1	0	3256	100	0	15827	15827	15827	15827	15827	103012	103012	103012	103012	12002	12000	0	0	1	14	15	40	80	40	80	10	20	10	20	50198	71	81	3	5	10	214	0																																												-1																	214	1
巨石之牢狱	第	层	354	0	1	1	21600	0	57088	26	8	26	8	0	57089	31	35	31	35	1	0	9523	100	0	0	0	0	0	0	103012	103012	103012	103012	17971	17970	0	0	1	2	2	80	100	80	100	10	10	10	10	50199	80	81	3	5	0	215	0																																												-1																		1
寒冰之牢狱	第	层	355	0	1	1	21600	0	57089	32	8	32	8	0	57090	31	35	31	35	1	1	9491	100	0	0	0	0	0	0	103012	103012	103012	103012	17966	17967	0	0	1	2	2	80	100	80	100	10	10	10	10	50200	80	81	3	5	0	215	0																																												-1																		1
烈焰之牢狱	第	层	356	0	1	1	21600	0	57090	32	8	32	8	0	57091	31	35	31	35	1	1	9618	100	0	0	0	0	0	0	103012	103012	103012	103012	17982	17983	0	0	1	2	2	80	100	80	100	10	10	10	10	50201	80	81	3	5	0	215	0																																												-1																		1
暴风之牢狱	第	层	357	0	1	1	21600	0	57091	32	8	32	8	0	57092	31	35	31	35	1	0	9682	100	0	0	0	0	0	0	103012	103012	103012	103012	17991	17990	0	0	1	2	2	80	100	80	100	10	10	10	10	50202	80	81	3	5	0	215	0																																												-1																		1
实验室密道	第	层	358	0	1	1	21600	0	57094	8	8	8	8	0						1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	20	20	40	60	40	60	10	20	10	20	50207	76	86	3	5	10	216	1	15011	10	10	1	15012	10	10	1	15013	10	10	2	15014	10	10	2	15015	10	10	3	15016	10	10	3	15017	10	10	4	15018	10	10	4	15019	10	10	5	15020	10	10	5				-1	990138	100																12
实验室密道	第	层	359	0	1	1	21600	0	57095	8	8	8	8	0	57099	13	15	13	15	1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	20	20	40	60	40	60	10	20	10	10	50207	76	86	3	5	10	216	1	15011	10	10	1	15012	10	10	1	15013	10	10	2	15014	10	10	2	15015	10	10	3	15016	10	10	3	15017	10	10	4	15018	10	10	4	15019	10	10	5	15020	10	10	5				-1																		12
实验室密道	第	层	360	0	1	1	21600	0	57096	8	8	8	8	0	57097	24	22	24	22	1	1	9555	100	0	0	0	0	0	0	103012	103012	103012	103012	17974	17975	0	0	1	20	20	40	60	40	60	10	20	10	20	50207	76	86	3	5	10	216	1	15011	10	10	1	15012	10	10	1	15013	10	10	2	15014	10	10	2	15015	10	10	3	15016	10	10	3	15017	10	10	4	15018	10	10	4	15019	10	10	5	15020	10	10	5				-1																		12
