#####î¿°íÒ»ÊµÑé#####
50176		0	777	0	0	2	2	1	3	10	10			28138	28139									80	20								
50177		0	777	0	0	2	2	1	3	10	10			28140										1									
50178		0	777	0	0	2	2	1	3	10	10			28141										1									
50179		0	777	0	0	2	2	1	3	10	10			28142	28143									50	50								
50180		0	777	0	0	2	2	1	3	10	10	50181	100	28144										1									
50181		0	777	0	0	2	2	1	3	10	10	50182	100	28145										1									
50182		0	777	0	0	2	2	1	3	10	10	50183	100	28146										1									
50183		0	777	0	0	2	2	1	3	10	10			28147										1									
#####î¿°í¶þÐÄÄ§#####
50184		0	57068	0	0	99	99	3	5	10	10			28148										1									
50185		0	777	0	0	50	50	3	5	10	10			28149										1									
50186		0	57070	0	0	199	199	3	5	10	10			28150										1									
50187		0	777	0	0	50	50	3	5	10	10			28151										1									
#####î¿°íÈý´À¶¯#####
50188		0	777	0	0	50	50	3	5	10	10			28152										1									
50189		0	777	0	0	50	50	3	5	10	10			28153										1									
50190		0	777	0	0	50	50	3	5	10	10			28154										1									
50191		0	777	0	0	50	50	3	5	10	10			28155										1									
50192		0	777	0	0	50	50	3	5	10	10			28156										1									
50193		0	777	0	0	50	50	3	5	10	10			28157										1									
#####î¿°íËÄ×·»÷#####
50194		0	777	0	0	50	50	3	5	10	10			28158										1									
50195		0	777	0	0	50	50	3	5	10	10			28159										1									
50196		0	777	0	0	50	50	3	5	10	10			28160										1									
50197		0	777	0	0	50	50	3	5	10	10			28161										1									
####î¿°íÎåÓÀÔ¶#####
50198		0	777	0	0	50	50	3	5	10	10			28162										1									
50199		0	777	0	0	50	50	3	5	10	10			28163										1									
50200		0	777	0	0	50	50	3	5	10	10			28164										1									
50201		0	777	0	0	50	50	3	5	10	10			28165										1									
50202		0	777	0	0	50	50	3	5	10	10			28166										1									
50203		0	777	0	0	50	50	3	5	10	10			28167										1									
50204		0	777	0	0	50	50	3	5	10	10	50218	100	28168										1									
50205		0	777	0	0	50	50	3	5	10	10			28169										1									
50206		0	777	0	0	50	50	3	5	10	10			28170										1									
50207		0	777	0	0	50	50	3	5	10	10			28171										1									
50208		0	777	0	0	50	50	3	5	10	10	50209	100	28172										1									
50209		0	777	0	0	50	50	3	5	10	10	50210	100	28173										1									
50210		0	777	0	0	50	50	3	5	10	10	50211	100	28174										1									
50211		0	777	0	0	50	50	3	5	10	10	50212	100	28175										1									
50212		0	777	0	0	50	50	3	5	10	10			28176										1									
50213		0	777	0	0	50	50	3	5	10	10			28177										1									
50214		0	777	0	0	50	50	3	5	10	10			28178										1									
50215		0	777	0	0	50	50	3	5	10	10			28179										1									
50216		0	777	0	0	50	50	3	5	10	10			28180										1									
50217		0	777	0	0	50	50	3	5	10	10			28181										1									
50218		0	777	0	0	50	50	3	5	10	10			28182	28183									50	50								
