#####羁绊一实验#####
漆黑的暗道遇敌		28138	-1	-1	86223	86224	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
漆黑的暗道影子		28139	-1	-1	86223	86224	86225	0	0	0	0	0	0	0	50	50	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
帕鲁凯斯之影	0,1,2,3,4,5,6,7,8,9	28140	-1	-1	86226	86223	86224	0	0	0	0	0	0	0	1	50	50	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
梅伯尔+士兵	0,5,6,7,8,9	28141	-1	-1	86227	86228	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
漆黑的密道遇敌1		28142	-1	-1	86229	86231	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
漆黑的密道遇敌2		28143	-1	-1	86230	86232	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
连战1	3,4,1,2	28144	-1	-1	86233	86234	86235	86236	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0
连战2	0,5,6,7	28145	-1	-1	86237	86238	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
连战3	0,5,6,7	28146	-1	-1	86239	86240	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
连战4	4,3,2,1,6,9,8,7	28147	-1	-1	86241	86242	86243	86244	86245	86246	86247	86248	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0
#####羁绊二心魔#####
谜样的村庄遇敌		28148	-1	-1	86249	86250	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
凯特?	0	28149	-1	-1	86251	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
深邃的内心遇敌		28150	-1	-1	86252	86253	86254	0	0	0	0	0	0	0	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
凯特内心的恶魔	0,5,9,7,6,8	28151	-1	-1	86255	86256	86257	86258	86259	86260	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0
#####羁绊三蠢动#####
士兵梅伯尔	0	28152	-1	-1	86261	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
陷阱迷宫遇敌		28153	-1	-1	86262	86263	86264	86265	86266	0	0	0	0	0	30	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
帕瓦	0	28154	-1	-1	86267	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
凯特	0	28155	-1	-1	86268	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
简易版凯特	0,6,9,7,8	28156	-1	-1	86269	86270	86271	86272	86273	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
完整版凯特	0,1,2,3,4,5,6,7,8,9	28157	-1	-1	86274	86275	86276	86277	86278	86279	86280	86281	86282	86283	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
#####羁绊四追击#####
流沙洞窟遇敌		28158	-1	-1	86284	86285	86286	86287	0	0	0	0	0	0	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
流沙洞窟深处遇敌		28159	-1	-1	86288	86289	86290	86291	0	0	0	0	0	0	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
改造火焰牛头怪	0	28160	-1	-1	86292	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
阿鲁巴斯	0,4,2,1,3,5,6,7,8,9	28161	-1	-1	86293	86294	86295	86296	86297	86298	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0
####羁绊五永远#####
阿斯法地下迷宫遇敌		28162	-1	-1	86299	86300	86301	86302	0	0	0	0	0	0	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
巨石之牢狱迷宫遇敌		28163	-1	-1	86303	86304	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
寒冰之牢狱迷宫遇敌		28164	-1	-1	86310	86311	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
烈焰之牢狱迷宫遇敌		28165	-1	-1	86317	86318	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
暴风之牢狱迷宫遇敌		28166	-1	-1	86324	86325	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
巨石之牢狱看守者	0,7,8,6,9	28167	-1	-1	86305	86306	86307	86308	86309	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
寒冰之牢狱看守者	0,7,8,6,9	28168	-1	-1	86312	86313	86314	86315	86316	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
烈焰之牢狱看守者	0,7,8,6,9	28169	-1	-1	86319	86320	86321	86322	86323	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
暴风之牢狱看守者	0,7,8,6,9	28170	-1	-1	86326	86327	86328	86329	86330	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
实验室密道迷宫遇敌		28171	-1	-1	86331	86332	86333	86334	0	0	0	0	0	0	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
阿鲁巴斯连战1	0	28172	-1	-1	86335	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
阿鲁巴斯连战2	4,0,3	28173	-1	-1	86336	86337	86338	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
阿鲁巴斯连战3	4,0,3,7,6	28174	-1	-1	86339	86340	86341	86342	86343	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
阿鲁巴斯连战4	4,2,0,1,3,9,7,5,6,8	28175	-1	-1	86344	86345	86346	86347	86348	86349	86350	86351	86352	86353	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
阿鲁巴斯连战5	0	28176	-1	-1	86354	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
被囚禁之人1	0	28177	-1	-1	86355	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
被囚禁之人2	0	28178	-1	-1	86356	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
