####会所############################################																								
Injurydoctor	贝特里夫医师	0	8000	0	1	1	0	64148	29	17	29	17	29	17	29	17	1	60000	4	14088	0	1	0	5|100
Windowhealer	护士安妮	0	7501	0	1	1	0	64148	27	17	27	17	27	17	27	17	1	60000	4	14090	0	1	0	100
Itemshop2	收购商	0	910051	0	1	1	0	64148	34	20	34	20	34	20	34	20	1	60000	4	14015	0	1	0	150|100|2|10146|10147|10148|10149|10150|10151|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
#Timecard	打卡处	0	1930003	0	1	1	0	230	15	16	15	16	15	16	15	16	1	60000	4	14073	0	1	0	80007|80008|80009|80010|80011|80012|80013|80014|
DustBox	垃圾回收	0	39004	0	1	1	0	64148	35	22	35	22	35	22	35	22	1	60000	6	16550	0	1	0	
itemshop2	宠物封印卡	0	69000	0	1	1	0	64148	25	39	25	39	25	39	25	39	1	60000	0	14080	0	1	0	100|100|1|10098|2179|10148|10149|10150|10151|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|14490|14491|14492|14493|14494|14495|14496|14497|14498|14499
Itemshop2	料理贩卖	0	910058	0	1	1	0	64148	32	37	32	37	32	37	32	37	1	60000	0	14074	0	1	0	100|100|3|10146|10147|10148|10149|10150|10151|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15203|15204|15607
Event	钱箱兑换员	0	30207	0	1	1	0	64148	33	20	33	20	33	20	33	20	1	60000	4	106602	0	1	0	LYqianxiang_002.txt
Event	钱箱兑换员	0	30207	0	1	1	0	1121	13	13	13	13	13	13	13	13	1	60000	6	106602	0	1	0	LYqianxiang_002.txt
Bankman	银行员	0	990152	0	1	1	0	64148	32	20	32	20	32	20	32	20	1	1000	4	231111	0	1	0	
itemshop2	宝石售卖	0	69005	0	1	1	0	64148	23	39	23	39	23	39	23	39	1	60000	0	14144	0	1	0	1000|100|1|10098|2179|10148|10149|10150|10151|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|13664|13644|13614|13654|13674|13634|13624|13604|13657|13627
Itemshop2	特殊材料商	0	910045	0	1	1	0	64148	27	39	27	39	27	39	27	39	1	60000	0	14079	0	1	0	100|100|3|10146|10147|10148|10149|10150|10151|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18843|91551|18452|18453|18454|18455|18456|18443|18373|89047|18450|18451|18449|89141|16438|60151|730024
Event	布商	0	910045	0	1	1	0	64148	24	27	24	27	24	27	24	27	1	60000	0	14074	0	1	0	show_npc.txt
disemployment	游民申请员	0	10203	0	1	1	0	64121	22	28	22	28	22	28	3	28	1	60000	6	14007	0	1	0	69046|69047|69048|69049|69050|69051|69052|
itemshop2	新手装备	0	1102724	0	1	1	0	64121	22	35	22	35	22	35	22	35	1	60000	6	231136	0	1	0	100|100|1|1510146|1510147|1510148|1510149|1510150|1510151|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|20051|20052|20053|20054|20055|20056|20057|20058|20059|20060|20061|20062|20063|20064
itemshop2	新手装备	0	1102724	0	1	1	0	64148	34	37	34	37	34	37	34	37	1	60000	0	14075	0	1	0	100|100|1|1510146|1510147|1510148|1510149|1510150|1510151|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|20051|20052|20053|20054|20055|20056|20057|20058|20059|20060|20061|20062|20063|20064
Jobsmaster	剑士迪索尔	0	40037	0	1	1	0	64121	7	27	7	27	7	27	7	27	1	60000	4	14077	0	1	0	10|0|5000|-1|-1|1|65010|65014|65015|65016|65017|65018|-1|-1|1|65019|65020|65021|65022|65023|65024|65025|65026|65027|65028|65029|65030|65031|65032|65033|65034|65035|65036|65037|65038|93|92|91|90|65039|66301|
Jobsmaster	战斧斗士就职	0	40038	0	1	1	0	64121	9	27	9	27	9	27	9	27	1	60000	4	14166	0	1	0	20|0|5000|-1|-1|1|65040|65044|65045|65046|65047|65048|-1|-1|1|65049|65050|65051|65052|65053|65054|65055|65056|65057|65058|65059|65060|65061|65062|65063|65064|65065|65066|65067|65068|93|92|91|90|65069|65513|
Jobsmaster	弓箭手拉美莉诺	0	40039	0	1	1	0	64121	11	27	11	27	11	27	11	27	1	60000	4	14172	0	1	0	40|0|5000|-1|-1|1|65100|65104|65105|65106|65107|65108|-1|-1|1|65109|65110|65111|65112|65113|65114|65115|65116|65117|65118|65119|65120|65121|65122|65123|65124|65125|65126|65127|65128|93|92|91|90|65129|66501|
Jobsmaster	士兵就职	0	40041	0	1	1	0	64121	13	27	13	27	13	27	13	27	1	60000	6	14157	0	1	0	50|0|5000|-1|-1|1|65130|65134|65135|65136|65137|65138|-1|-1|1|65139|65140|65141|65142|65143|65144|65145|65146|65147|65148|65149|65150|65151|65152|65153|65154|65155|65156|65157|65158|93|92|91|90|65159|66351|
