35001		0	777	99	41	99	41	1	1	10	1			35001										1																																
35002		0	777	99	41	99	41	1	1	10	1			35002										1																																
35003		0	777	99	41	99	41	1	1	10	1			35003										1																																
35004		0	777	99	41	99	41	1	1	10	1			35004										1																																
35005		0	777	99	41	99	41	1	1	10	1			35005										1																																
35006		0	777	99	41	99	41	1	1	10	1			35006										1																																
35007		0	777	99	41	99	41	1	1	10	1			35007										1																																
35008		0	777	99	41	99	41	1	1	10	1			35008										1																																
35009		0	777	99	41	99	41	1	1	10	1			35009										1																																
35010		0	777	99	41	99	41	1	1	10	1			35010										1																																
35011		0	777	99	41	99	41	1	1	10	1			35011										1																																
35012		0	777	99	41	99	41	1	1	10	1			35012										1																																
35013		0	777	99	41	99	41	1	1	10	1			35013										1																																
35014		0	777	99	41	99	41	1	1	10	1			35014										1																																
35015		0	777	99	41	99	41	1	1	10	1			35015										1																																
35016		0	777	99	41	99	41	1	1	10	1			35016										1																																
35017		0	777	99	41	99	41	1	1	10	1			35017										1																																
35018		0	777	99	41	99	41	1	1	10	1			35018										1																																
35019		0	777	99	41	99	41	1	1	10	1			35019										1																																
35020		0	777	99	41	99	41	1	1	10	1			35020										1																																
35021		0	777	99	41	99	41	1	1	10	1			35021										1																																
35022		0	777	99	41	99	41	1	1	10	1			35022										1																																
35023		0	777	99	41	99	41	1	1	10	1			35023										1																																
35024		0	777	99	41	99	41	1	1	10	1			35024										1																																
35025		0	777	99	41	99	41	1	1	10	1			35025										1																																
