115500	0	1556	5
115501	1	1556	5
115502	3	1556	5
115503	4	1556	5
115504	5	1556	5
115505	6	1556	5
115506	7	1556	8
115507	8	1556	5
115508	9	1556	10
115509	10	1556	1
115510	11	1556	5
115511	12	1556	5
115512	13	1556	10
115513	14	1556	10
115514	15	1556	10
115515	16	1556	10
115516	17	1556	10
115517	18	1556	10
115518	19	1556	10
115519	20	1556	10
115520	21	1556	10
115521	22	1556	10
115522	23	1556	10
115523	24	1556	10
115524	25	1556	10
115525	26	1556	10
115526	27	1556	10
115527	28	1556	10
115528	29	1556	10
115529	30	1556	10
115530	31	1556	5
115531	32	1556	10
115532	33	1556	10
115533	34	1556	10
115534	35	1556	10
115535	36	1556	10
115536	37	1556	10
115537	38	1556	5
115538	39	1556	5
115539	40	1556	5
115540	41	1556	5
115541	42	1556	5
115542	43	1556	5
115543	44	1556	5
115544	45	1556	5
115545	46	1556	5
115546	47	1556	5
115547	48	1556	5
115548	49	1556	5
115549	50	1556	8
115550	51	1556	8
115551	52	1556	8
115552	53	1556	8
115553	54	1556	8
115554	55	1556	6
115555	56	1556	6
115556	57	1556	6
115557	58	1556	6
115558	59	1556	6
115559	60	1556	6
115560	61	1556	8
115561	62	1556	6
115562	63	1556	6
115563	64	1556	8
115564	65	1556	6
115565	66	1556	6
115566	67	1556	8
115567	68	1556	8
115568	69	1556	10
115569	70	1556	10
115570	71	1556	10
115571	72	1556	0
115572	105	1556	0
115573	200	1556	1
115574	201	1556	1
115575	202	1556	1
115576	203	1556	1
115577	204	1556	1
115578	205	1556	1
115579	206	1556	1
115580	207	1556	1
115581	208	1556	1
115582	209	1556	1
115583	210	1556	1
115584	211	1556	1
115585	212	1556	1
115586	213	1556	1
115587	214	1556	1
115588	215	1556	6
115589	216	1556	6
115590	217	1556	1
115591	218	1556	1
115592	219	1556	1
115593	220	1556	1
115594	221	1556	0
115595	222	1556	0
115596	223	1556	8
115597	224	1556	8
115598	225	1556	1
115599	226	1556	1
115600	227	1556	1
115601	254	1556	1
115602	255	1556	0
115603	1001	1556	6
115604	1002	1556	10
115605	1003	1556	10
115606	1004	1556	6
115607	1005	1556	6
115608	1006	1556	6
115609	1007	1556	0
115610	1008	1556	1
115611	1009	1556	10
115612	1010	1556	10
115613	1011	1556	10
115614	2000	1556	0
115615	2001	1556	0
115616	2002	1556	0
115617	2004	1556	0
115618	2005	1556	0
115619	15501	1556	1
115620	15502	1556	1
115621	15503	1556	1
115500	0	1556	5
115501	1	1556	5
115502	3	1556	5
115503	4	1556	5
115504	5	1556	5
115505	6	1556	5
115506	7	1556	8
115507	8	1556	5
115508	9	1556	10
115509	10	1556	1
115510	11	1556	5
115511	12	1556	5
115512	13	1556	10
115513	14	1556	10
115514	15	1556	10
115515	16	1556	10
115516	17	1556	10
115517	18	1556	10
115518	19	1556	10
115519	20	1556	10
115520	21	1556	10
115521	22	1556	10
115522	23	1556	10
115523	24	1556	10
115524	25	1556	10
115525	26	1556	10
115526	27	1556	10
115527	28	1556	10
115528	29	1556	10
115529	30	1556	10
115530	31	1556	5
115531	32	1556	10
115532	33	1556	10
115533	34	1556	10
115534	35	1556	10
115535	36	1556	10
115536	37	1556	10
115537	38	1556	5
115538	39	1556	5
115539	40	1556	5
115540	41	1556	5
115541	42	1556	5
115542	43	1556	5
115543	44	1556	5
115544	45	1556	5
115545	46	1556	5
115546	47	1556	5
115547	48	1556	5
115548	49	1556	5
115549	50	1556	8
115550	51	1556	8
115551	52	1556	8
115552	53	1556	8
115553	54	1556	8
115554	55	1556	6
115555	56	1556	6
115556	57	1556	6
115557	58	1556	6
115558	59	1556	6
115559	60	1556	6
115560	61	1556	8
115561	62	1556	6
115562	63	1556	6
115563	64	1556	8
115564	65	1556	6
115565	66	1556	6
115566	67	1556	8
115567	68	1556	8
