35001	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35002	1	1	1	1	1	1	1	1	1	0	2	2	2	2	2	2	2	2	2	2	4454	4554	4654	4754	4854	4954	2709	2809	2909	3009	10	10	10	10	10	10	30	30	30	100
35004	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35005	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35006	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35007	1	2	1	1	1	1	1	1	5	0	34	26	31	0	2	2	2	31	2	2	359	109	1109	6601	7838	8602	9409	503	638	7300	20	30	20	10	40	10	50	40	50	100
35008	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35009	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35010	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35011	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35012	89	87	57	56	0	0	0	0		0	0	0	0	0	2	2	31	2		0	8850	8850	6350	1102	7300	303	605	505		850	100	100	40	60	50	50	50	50		100
35013	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35014	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35015	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35016	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35017	1	1	1	1	1	1	1	1	1	0	1	43	43	43	42	42	42	2	2	2	6409	5509	5709	5909	5609	5809	6009	7750	7950	7650	35	20	20	20	20	20	20	20	20	100
35018	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35019	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35020	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35021	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35022	1	53	1	1	1	1	1	1	8	0	34	26	31	31	2	1	2	31	5	2	359	9	1109	5503	7838	5603	9409	503	5703	7300	20	20	20	10	40	10	50	40	50	100
35023	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35024	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35025	89	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	34	4459	4859	4459	959	358	52	158	1159	1234	7300	50	6	4	14	16	19	24	31	46	100
35026	0	0	0	0	0	0				0	2	2	2	2	2	2				0	7300	136	336	632	936	1234				7400	15	18	21	27	38	60				100
35027	1	2	1	1	1	1	1	1	5	0	34	26	31	0	2	2	2	31	2	2	359	109	1109	6601	7838	8602	9409	503	638	7300	20	30	20	10	40	10	50	40	50	100
35028	0	0	0	0	0	0				0	2	2	2	2	2	2				0	7300	136	336	632	936	1234				7400	15	18	21	27	38	60				100
35029	0	0	0	0	0	0				0	2	2	2	2	2	2				0	7300	136	336	632	936	1234				7400	15	18	21	27	38	60				100
