###诺斯菲拉特大陆系列###																																																																																																				
信件?	圣女的亲笔信(伪)										50858	26579	0	26		0	1	0	0	1	1	1	1	0					0	0	0	0	0	0																																																						0	1	0			0		70728	100	0	0			0
通行证?	『贝尼恰斯』教团许可										50859	27814	0	26		0	1	0	0	1	1	1	1	0					0	0	0	0	0	0																																																						0	1	0			0		70729	100	0	0			0
护身符?	未完成的护身符										50860	25698	0	21		0	1	0	0	1	1	1	8	0	150	150			0	0	20	20	10	10													8	8																					5	5	0	0	0	0	0	0	0	0	0	0								0	1	0	25	25	0		70730	100	0	0			0
药水?	通用语言药水										50861	26200	0	26		0	1	0	0	1	1	1	5	0					0	0	0	0	0	0																																																						0	1	0			0		70731	100	0	0			0
试验药?	阿斯提亚试验药										50862	26238	0	26		0	1	0	0	1	1	1	7	0					0	0	0	0	0	0																																																						0	1	0			0		70732	100	0	0			0
勇气?	勇气										50863	26551	0	26		0	1	0	0	1	1	1	10	0					0	0	0	0	0	0																																																						0	1	0			0		70733	100	0	0			0
样本?	毒气样本										50864	26515	0	26		0	1	0	0	1	1	1	10	0					0	0	0	0	0	0																																																						0	1	0			0		70734	100	0	0			0
道具?	胜利证明I										50865	27487	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0			100	0	0			0
道具?	胜利证明II										50866	27487	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0			100	0	0			0
道具?	胜利证明III										50867	27487	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0			100	0	0			0
道具?	胜利证明IV										50868	27487	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0			100	0	0			0
道具?	组织图复刻版	Cayenne_kecun_29.txt			ITEM_useMystery						50871	27424	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0			100	0	0			0
