###诺斯菲拉特大陆系列###
50104		0	777	6	4	6	5	1	1	10	10			50104										100									
50105		0	777	6	4	6	5	1	3	10	10			50105										100									
50106		0	57410	780	37	750	142	1	3	10	10			50106										100									
50107		0	57410	750	60	600	152	1	3	10	10			50107										100									
##################
50108		0	57411	0	0	999	999	1	3	10	1			50108										10									
50109		0	777	0	0	60	60	1	3	10	1			50109										10									
50110		0	777	0	0	60	60	1	3	10	1			50110										10									
50111		0	777	0	0	60	60	1	3	10	1			50111										10									
50112		0	777	0	0	60	60	1	3	10	1			50112										10									
50113		0	777	0	0	60	60	1	3	10	1			50113										10									
