Warp	 	1	2	1	1	1	1	1	23	12	23	12	23	12	23	12	0	0	0	103012	0	1	0	0|11017|16|10|15|0|0|0|0|0|0|0|0|210|
Warp	 	1	2	1	1	1	0	11017	16	10	16	10	16	10	16	10	0	0	0	103012	0	1	0	1|1|23|12|15|0|0|0|0|0|0|0|0|214|
Warp	 	1	2	1	1	1	1	1	16	56	16	56	16	56	16	56	0	0	0	13996	0	1	0	1|2|29|25|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	2	29	25	29	25	29	25	29	25	0	0	0	13997	0	1	0	1|1|16|56|15|0|0|0|0|0|0|0|0|0|
Event	冒险者萨达米兹	1	2	1	1	1	1	2	12	5	12	5	12	5	12	5	1	1000	4	14103	0	1	0	EV_ijk_mino005.txt
Warp	 	1	2	1	1	1	1	2	70	12	70	12	70	12	70	12	0	0	0	13996	0	1	0	1|3|36|32|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	3	36	32	36	32	36	32	36	32	0	0	0	13997	0	1	0	1|2|70|12|15|0|0|0|0|0|0|0|0|0|
Event	冒险者康正	1	2	1	1	1	1	3	35	32	35	32	35	32	35	32	1	1000	7	14116	0	1	0	EV_ijk_mino002.txt
Warp	 	1	2	1	1	1	1	3	20	18	20	18	20	18	20	18	0	0	0	13996	0	1	0	1|4|12|19|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	4	12	19	12	19	12	19	12	19	0	0	0	13997	0	1	0	1|3|20|18|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	4	30	17	30	17	30	17	30	17	0	0	0	13996	0	1	0	1|5|35|13|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	5	35	13	35	13	35	13	35	13	0	0	0	13997	0	1	0	1|4|30|17|15|0|0|0|0|0|0|0|0|0|
StandEnemy	小鬼	1	2	1	1	1	1	5	61	35	61	35	61	35	61	35	1	60000	7	101800	0	1	0	3|||0|6004||||1|9009|5|1|||||||
Warp	 	1	2	1	1	1	1	5	59	13	59	13	59	13	59	13	0	0	0	13996	0	1	0	1|6|50|44|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	6	50	44	50	44	50	44	50	44	0	0	0	13997	0	1	0	1|5|59|13|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	6	39	18	39	18	39	18	39	18	0	0	0	13996	0	1	0	1|7|16|52|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	7	16	52	16	52	16	52	16	52	0	0	0	13997	0	1	0	1|6|39|18|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	7	17	30	17	30	17	30	17	30	0	0	0	13996	0	1	0	1|8|16|14|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	8	16	14	16	14	16	14	16	14	0	0	0	13997	0	1	0	1|7|17|30|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	8	21	34	21	34	21	34	21	34	0	0	0	13996	0	1	0	1|9|48|35|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	1	1	1	1	9	48	35	48	35	48	35	48	35	0	0	0	13997	0	1	0	1|8|21|34|15|0|0|0|0|0|0|0|0|0|
Event	冒险者芝娜	1	2	1	1	1	1	9	27	38	27	38	27	38	27	38	1	1000	6	14011	0	1	0	EV_ijk_mino004.txt
