8	8	1	1
4	4	1	278
1	1	1	5
3	3	1	280
5	5	1	281
5	5	1	282
5	5	1	283
1	1	1	284
1	1	1	285
1	1	1	286
2	2	1	15
6	6	1	18
4	4	1	21
4	4	1	22
4	4	1	23
4	4	1	24
4	4	1	25
2	2	1	26
2	2	1	27
4	4	1	33
4	4	1	34
6	6	1	35
1	1	1	36
6	6	1	37
5	5	1	38
6	6	1	39
4	4	1	40
2	2	1	42
6	6	1	43
1	1	1	44
8	8	1	45
5	5	1	46
7	7	1	47
4	4	1	51
4	4	1	50
4	4	1	52
4	4	1	53
4	4	1	54
4	4	1	55
4	4	1	56
4	4	1	57
4	4	1	58
4	4	1	59
4	4	1	60
4	4	1	61
4	4	1	62
4	4	1	63
4	4	1	64
4	4	1	65
4	4	1	66
4	4	1	67
4	4	1	68
3	3	1	69
3	3	1	70
6	6	1	71
8	8	1	72
6	6	1	73
5	5	1	74
3	3	1	75
3	3	1	76
3	3	1	77
3	3	1	78
3	3	1	80
3	3	1	81
3	3	1	82
8	8	1	83
1	1	1	84
1	1	1	85
1	1	1	86
1	1	1	87
5	5	1	89
8	8	1	97
8	8	1	98
5	5	1	99
5	5	1	100
5	5	1	296
5	5	1	295
4	4	1	105
10	10	1	117
5	5	1	119
200	180	1	297
150	150	1	298
10	10	1	122
4	4	1	123
10	10	1	277
10	10	1	299
10	10	1	126
5	5	1	127
3	3	1	130
50	50	1	131
70	70	1	132
5	5	1	133
5	5	1	134
5	5	1	141
5	5	1	136
5	5	1	137
5	5	1	145
5	5	1	139
5	5	1	140
5	5	1	142
5	5	1	143
5	5	1	144
5	5	1	146
5	5	1	147
5	5	1	148
5	5	1	149
5	5	1	150
5	5	1	158
5	5	1	152
5	5	1	153
5	5	1	154
5	5	1	155
5	5	1	156
5	5	1	157
5	5	1	163
5	5	1	160
5	5	1	161
5	5	1	162
5	5	1	164
5	5	1	165
5	5	1	166
5	5	1	167
5	5	1	168
5	5	1	169
5	5	1	170
5	5	1	171
5	5	1	172
5	5	1	173
5	5	1	174
5	5	1	175
5	5	1	176
5	5	1	177
5	5	1	178
5	5	1	179
10	10	1	182
5	5	1	181
10	10	1	183
10	10	1	184
10	10	1	185
8	8	1	187
18	18	1	188
8	8	1	189
5	5	1	190
10	10	1	191
50	50	1	192
10	10	1	195
10	10	1	196
10	10	1	197
4	4	1	198
10	10	1	199
5	5	1	200
5	5	1	201
5	5	1	202
5	5	1	203
5	5	1	204
5	5	1	205
5	5	1	206
5	5	1	207
5	5	1	208
5	5	1	209
5	5	1	210
5	5	1	211
40	40	1	212
5	5	1	217
5	5	1	218
5	5	1	219
10	10	1	220
10	10	1	221
10	10	1	222
4	4	1	223
5	5	1	224
5	5	1	225
8	8	1	229
3	3	1	230
10	10	1	232
5	5	1	301
4	4	1	303
5	5	1	235
2	2	1	236
5	5	1	304
5	5	1	305
7	7	1	306
10	10	1	308
10	10	1	309
4	4	1	246
4	4	1	247
18	18	1	248
18	18	1	249
5	5	1	251
10	10	1	255
500	125	1	310
5	5	1	257
5	5	1	258
5	5	1	259
5	5	1	260
500	125	1	311
5	5	1	266
5	5	1	267
5	5	1	268
