#####砍狗系列#####
86050		0	777	0	0	90	120	1	3	10	10			86053										1									
86051		0	777	0	0	90	120	1	3	10	10			86054										1									
86052		0	777	0	0	90	120	1	3	10	10			86055										1									
86053		0	777	0	0	90	120	1	3	10	10			86056										1									
86054		0	777	0	0	90	120	1	3	10	10			86057										1									
86055		0	777	0	0	90	120	1	3	10	10			86058										1									
86056		0	777	0	0	90	120	1	3	10	10			86059										1									
86057		0	777	0	0	90	120	1	3	10	10			86060										1									
86058		0	777	0	0	90	120	1	3	10	10			86061										1									
86059		0	777	0	0	90	120	1	3	10	10			86062										1									
86060		0	777	0	0	90	120	1	3	10	10			86063										1									
86061		0	777	0	0	90	120	1	3	10	10			86064										1									
