#####砍狗系列#####
道具?	海盗的水晶										86220	27889	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85091	100	0	0			0
道具?	李林的贡品										86221	27900	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85092	100	0	0			0
道具?	水质取样器										86222	27461	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85093	100	0	0			0
道具?	土质取样器										86223	26570	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85094	100	0	0			0
道具?	植物取样器										86224	20291	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85095	100	0	0			0
道具?	水质样本										86225	26244	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85096	100	0	0			0
道具?	土质样本										86226	26830	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85097	100	0	0			0
道具?	植物样本										86227	27882	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85098	100	0	0			0
道具?	蒂娜村物质样本										86228	27455	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85099	100	0	0			0
道具?	未知物质样本										86229	27174	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85100	100	0	0			0
道具?	蒂娜村物质报告										86230	27445	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85101	100	0	0			0
道具?	汉克的请求										86231	27820	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85102	100	0	0			0
道具?	李林的回复										86232	27880	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85103	100	0	0			0
道具?	汉克的托付										86233	27880	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85104	100	0	0			0
道具?	泰格利的菜单										86234	27819	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0	85106	85105	100	0	0			0
道具?	泰格利的请求										86235	27820	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85107	100	0	0			0
道具?	聚灵镜										86236	26545	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85108	100	0	0			0
道具?	泰格利的项链										86237	25603	0	26		0	0	0	0	1	1	1	1	0	0	0			0	0																																																										0	1	0			0		85109	100	0	0			0
道具?	泰格利的报告										86238	27881	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85110	100	0	0			0
道具?	贝拉米的日记										86239	27845	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85111	100	0	0			0
道具?	奇怪的符文										86240	27829	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85112	100	0	0			0
道具?	笔迹鉴定信										86241	27880	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85113	100	0	0			0
道具?	符文解密信										86242	27818	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85114	100	0	0			0
道具?	祭坛调查令										86243	27881	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85115	100	0	0			0
道具?	贝拉米的格斗刀										86244	20024	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85116	100	0	0			0
道具?	海贼头目的头巾										86245	26510	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85117	100	0	0			0
道具?	黄色三棱石										86246	27975	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85118	100	0	0			0
道具?	奇怪的粘稠物										86247	27048	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85119	100	0	0			0
道具?	粘稠物成份报告										86248	27881	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85120	100	0	0			0
道具?	绿色三棱石										86249	27977	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85121	100	0	0			0
道具?	火精灵之石										86250	27976	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85122	100	0	0			0
道具?	粘稠物分析报告										86251	27881	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85123	100	0	0			0
道具?	隐形斗篷										86252	26341	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		85124	100	0	0			0
