#####砍狗系列#####					
50000	28090	22	17	28090	55	11
50001	28090	16	15	28090	23	43
50002	28090	19	9	28090	89	10
50003	28090	81	9	28090	24	10
50004	28090	46	80	28090	89	77
50005	28090	80	83	28090	89	43
50006	28090	83	46	28090	67	21
50007	28090	50	17	28090	54	76
50008	28090	80	16	28090	55	11
50009	28090	80	41	28090	89	77
50010	28090	13	41	28090	22	76
50011	28090	19	44	28090	89	10
50012	28090	87	16	28090	22	76
50013	28090	17	75	28090	89	43
50014	28090	87	50	28090	54	76
50015	28090	46	75	28090	89	77
50016	28090	86	83	28091	67	21
50017	28090	53	11	28090	23	43
50018	28090	17	50	28090	55	11
50019	28090	46	13	28090	89	43
50020	28090	82	77	28090	22	76
50021	28090	51	83	28090	67	21
50022	28090	13	82	28090	54	76
50023	28090	19	82	28090	23	43
