#####半山1彷徨的亡灵#####
60100	27	0	0	0	0	0	0	0	0		0	2	0	2	2	2	2	2	2		9303	7300	7400	359	34	2909	3009	4454	4554		100	20	25	30	35	40	45	35	35	
60101	0	0	0	0	0	0	0				2	0	0	2	2	2	2				7300	7400	850	3809	4309	2309	2409				10	20	30	40	50	60	70			
#####半山2亡者之镇#####
60102	0	0								0	2	35								0	7300	7532								7400	40	60								100
60103	0	0	0							0	2	2	38							0	7300	500	3901							7400	60	30	60							100
60104	0	0								0	2	37								0	7300	7732								7400	60	50								100
60105	0	0								0	2	39								0	7300	7850								7400	50	50								100
60106	0	0	0							0	2	2	6							0	7300	32	7300							7400	50	60	50							100
60107	0	0	0	0	0	0					2	0	2	2	2	2					7300	7400	158	405	2709	2909					10	20	30	40	50	60				
60108	0	0	0							0	2	2	2							0	7300	51	158							7400	20	40	50							100
#####半山3圣鸟之谜#####
60109	0	0	0							0	31	16	31							38	7300	336	36							7300	30	43	75							100
60110	0	0								0	2	0								0	7300	7400								16000	60	30								100
60111	0	0	0	0						0	2	31	2	0						0	332	934	7300	7400						1000	20	30	60	50						100
60112	0	0								0	2	2								0	7300	30								7400	30	60								100
60113	0	2	2	0						0	2	2	2	0						2	7300	2330	2630	7400						7300	80	50	50	50						100
60114	0	0								0	2	0								0	7300	7400								15002	80	50								100
60115	10	0								0	0	2								4	1232	7300								7300	50	50								100
60116	0	0	0							0	2	2	4							2	7300	330	8130							7300	20	40	60							100
60117	0	0	0	0	0	0	0	0			2	0	2	2	2	2	2	2			7300	7400	9458	359	2309	2509	3009	4954			20	20	30	35	40	45	45	45		
60118	0	0	0	0	0	0					2	0	2	2	2	2					7300	7400	9458	2309	2409	4654					20	20	30	40	45	45				
#####半山4赎罪的亡灵#####
60119	0	0	0							0	31	16	31							38	7300	336	36							7300	30	43	75							100
60120	0	0								0	2	0								0	7300	7400								16000	60	30								100
60121	0	0	0	0						0	2	31	2	0						0	332	934	7300	7400						1000	20	30	60	50						100
60122	0	0								0	2	2								0	7300	30								7400	30	60								100
60123	10	0								0	0	2								4	1232	7300								7300	50	50								100
60124	0	0	0							0	2	2	4							2	7300	330	8130							7300	20	40	60							100
60125	0	0	0							0	2	2	4							2	7300	330	8130							7300	20	40	60							100
60126	0	0	8	0	0	0	0	0	0		2	0	2	2	2	2	2	2	2		7300	7400	3109	2809	3009	4854	4954	4654	4554		20	20	30	35	40	45	45	45	45	
#####半山5小岛之谜#####
60127	0	0	0							0	31	16	31							38	7300	336	36							7300	30	43	75							100
60128	0	0								0	2	0								0	7300	7400								16000	60	30								100
60129	0	0	0	0						0	2	31	2	0						0	332	934	7300	7400						1000	20	30	60	50						100
60130	0	0								0	2	2								0	7300	30								7400	30	60								100
#####半山6地狱的回响#####
60131	0	0	0							0	2	2	0							2	7300	30	7400							7300	60	60	60							100
60132	0	0	0							0	2	2	4							0	7300	102	7300							7400	50	50	50							100
60133	0	0	0							0	2	2	2							0	132	332	7300							7400	20	35	80							100
60134	0	0								0	2	2								0	7300	302								7400	50	70								100
#####半山8死神的降临#####
60135	0	0	0							0	31	16	31							38	7300	336	36							7300	30	43	75							100
60136	0	0								0	2	0								0	7300	7400								16000	60	30								100
60137	0	0	0	0						0	2	31	2	0						0	332	934	7300	7400						1000	20	30	60	50						100
60138	0	0								0	2	2								0	7300	30								7400	30	60								100
60139	0	0	0							0	2	2	0							2	7300	30	7400							7300	60	60	60							100
60140	0	0	0							0	2	2	4							0	7300	102	7300							7400	50	50	50							100
