#####半山2亡者之镇#####																																																																																																																						
达尔文海海底	地下	楼	1000	0	1	1	21600	0	57176	121	20	121	20	0	57177	9	5	9	5	1	1	9491	100	0	0	0	0	0	0	103012	103012	103012	103012	17966	17967	0	0	1	10	12	40	60	40	60	10	20	10	20	83022	50	60	3	5	5	215	0	15082	20	1	1	15083	20	1	1	15084	20	1	2	15085	20	1	2	15086	20	1	3	15087	20	1	3	15088	20	1	4	15089	20	1	4	15090	20	1	5	15091	20	1	5				-1																	202	6
#####半山3圣鸟之谜#####
通往山顶的路		00M	1001	0	1	1	21600	0	57176	65	45	65	45	0	57182	57	58	57	58	1	1	7849	100	0	0	0	0	0	0	103012	103012		17952	17953	17952	0	0	1	10	10	40	40	40	40	20	30	20	30	83024	60	66	3	5	0	214	1																																												-1																	210	12
通往山顶的路	1	00M	1002	0	1	1	21600	0	57182	77	52	77	52	0	57183	14	19	14	19	1	1	7849	100	0	0	0	0	0	0	103012	103012		17952	17953	17952	0	0	1	9	9	60	60	60	60	15	20	15	20	83024	60	66	3	5	0	214	1																																												-1																	210	12
#####半山4赎罪的亡灵#####
通往山顶的路		00M	1003	0	1	1	21600	0	57210	65	45	65	45	0	57211	57	58	57	58	1	1	7849	100	0	0	0	0	0	0	103012	103012		17952	17953	17952	0	0	1	10	10	40	40	40	40	20	30	20	30	83027	65	69	3	5	0	214	1																																												-1																	210	12
通往山顶的路	1	00M	1004	0	1	1	21600	0	57211	77	52	77	52	0	57212	14	19	14	19	1	1	7849	100	0	0	0	0	0	0	103012	103012		17952	17953	17952	0	0	1	9	9	60	60	60	60	15	20	15	20	83027	65	69	3	5		214	1																																												-1																	210	12
#####半山5小岛之谜#####
通往山顶的路		00M	1005	0	1	1	21600	0	57249	65	45	65	45	0	57250	57	58	57	58	1	1	7849	100	0	0	0	0	0	0	103012	103012		17952	17953	17952	0	0	1	10	10	40	40	40	40	15	20	15	20	83031	10	16	3	5	0	214	1																																												-1																	210	12
通往山顶的路	1	00M	1006	0	1	1	21600	0	57250	77	52	77	52	0	57247	14	19	14	19	1	1	7849	100	0	0	0	0	0	0	103012	103012		17952	17953	17952	0	0	1	9	9	60	60	60	60	15	20	15	20	83031	10	16	3	5	0	214	1																																												-1																	210	12
#####半山6地狱的回响#####
通往地狱的道路	地下	楼	1007	0	1	1	21600	0	57402	20	7	20	7	0	57403	24	28	24	28	1	1	8177	100	0	0	0	0	0	0	103011	103011	103011	103011	17956	17957	0	0	1	36	36	40	60	40	60	10	20	10	20	83032	59	68	3	5	12	216	1																																												-1																	210	9
#####半山8死神的降临#####																																																																																																																						
通往山顶的路		00M	1008	0	1	1	21600	0	57474	65	45	65	45	0	57475	57	58	57	58	1	1	7849	100	0	0	0	0	0	0	103012	103012		17952	17953	17952	0	0	1	10	10	40	40	40	40	20	30	20	30	83033	65	69	3	5		214	1																																												-1																	210	12
通往地狱的道路	地下	楼	1009	0	1	1	21600	0	57480	20	7	20	7	0	57473	24	28	24	28	1	1	8177	100	0	0	0	0	0	0	103013	103013	103013	103013	17956	17957	0	0	1	36	36	40	60	40	60	10	20	10	20	83034	59	68	3	5	12	216	1																																												-1																		9
地之地狱	地下	层	1010	0	1	1	43200	0	57466	9	39	9	39	0	57467	27	41	27	41	1	0	9523	100	0	0	0	0	0	0	103013	103013	103013	103013	17971	17970	0	0	1	18	18	40	60	40	60	10	20	10	20	83035	91	91	3	5	6	215	0																																												-1																	210	4
水之地狱	地下	层	1011	0	1	1	43200	0	57469	39	15	39	15	0	57470	9	25	9	25	1	1	9491	100	0	0	0	0	0	0	103010	103010	103010	103010	17986	17987	0	0	1	18	18	40	60	40	60	10	20	10	20	83036	91	91	3	5	6	213	1																																												-1																	210	2
火之地狱	地下	层	1012	0	1	1	43200	0	57476	25	38	25	38	0	57477	24	42	24	42	1	1	9618	100	0	0	0	0	0	0	103011	103011	103011	103011	17982	17983	0	0	1	18	18	40	60	40	60	10	20	10	20	83037	91	91	3	5	6	213	1																																												-1																	210	8
风之地狱	地下	层	1013	0	1	1	43200	0	57489	37	10	37	10	0	57490	8	23	8	23	1	1	9682	100	0	0	0	0	0	0	103012	103012	103012	103012	17984	17985	0	0	1	18	18	40	60	40	60	10	20	10	20	83038	91	91	3	5	6	213	1																																												-1																	210	3
