#####半山9死与新生#####						
5152	57471	5	10	57471	3	11
5153	57471	4	12	57471	3	11
5154	57471	6	10	57471	3	11
5155	57471	7	10	57471	3	11
5156	57471	7	9	57471	3	11
5157	57471	7	8	57471	3	11
5158	57471	7	7	57471	3	11
5159	57471	6	7	57471	3	11
5160	57471	5	8	57471	3	11
5161	57471	4	8	57471	3	11
5162	57471	4	7	57471	3	11
5163	57471	7	6	57471	3	11
5164	57471	6	6	57471	3	11
5165	57471	5	6	57471	3	11
5166	57471	4	4	57471	3	11
5167	57471	5	5	57471	3	11
5168	57471	6	4	57471	3	11
5169	57471	7	4	57471	3	11
5170	57471	8	4	57471	3	11
5171	57471	9	4	57471	3	11
5172	57471	9	5	57471	3	11
5173	57471	9	6	57471	3	11
5174	57471	10	6	57471	3	11
5175	57471	11	5	57471	3	11
5176	57471	12	4	57471	3	11
5177	57471	14	4	57471	3	11
5178	57471	13	5	57471	3	11
5179	57471	12	6	57471	3	11
5180	57471	11	7	57471	3	11
5181	57471	10	8	57471	3	11
5182	57471	9	8	57471	3	11
5183	57471	8	8	57471	3	11
5184	57471	15	4	57471	3	11
5185	57471	15	5	57471	3	11
5186	57471	14	6	57471	3	11
5187	57471	16	5	57471	3	11
5188	57471	16	6	57471	3	11
5189	57471	13	7	57471	3	11
5190	57471	12	8	57471	3	11
5191	57471	11	9	57471	3	11
5192	57471	10	10	57471	3	11
5193	57471	9	11	57471	3	11
5194	57471	8	10	57471	3	11
5195	57471	8	12	57471	3	11
5196	57471	8	13	57471	3	11
5197	57471	7	12	57471	3	11
5198	57471	15	7	57471	3	11
5199	57471	14	8	57471	3	11
5200	57471	13	9	57471	3	11
5201	57471	12	10	57471	3	11
5202	57471	11	11	57471	3	11
5203	57471	10	12	57471	3	11
5204	57471	9	13	57471	3	11
5205	57471	5	12	57471	3	11
5206	57471	7	13	57471	3	11
5207	57471	5	14	57471	3	11
5208	57471	5	15	57471	3	11
5209	57471	5	16	57471	3	11
5210	57471	7	14	57471	3	11
5211	57471	8	14	57471	3	11
5212	57471	9	14	57471	3	11
5213	57471	10	14	57471	3	11
5214	57471	11	14	57471	3	11
5215	57471	12	14	57471	3	11
5216	57471	6	16	57471	3	11
5217	57471	7	16	57471	3	11
5218	57471	8	16	57471	3	11
5219	57471	9	16	57471	3	11
5220	57471	10	16	57471	3	11
5221	57471	11	16	57471	3	11
5222	57471	12	16	57471	3	11
5223	57471	12	17	57471	3	11
5224	57471	13	17	57471	3	11
5225	57471	14	17	57471	3	11
5226	57471	15	17	57471	3	11
5227	57471	15	18	57471	3	11
5228	57471	16	18	57471	3	11
5229	57471	17	18	57471	3	11
5230	57471	17	17	57471	3	11
5231	57471	18	17	57471	3	11
5232	57471	18	16	57471	3	11
5233	57471	19	15	57471	3	11
5234	57471	19	16	57471	3	11
5235	57471	19	14	57471	3	11
5236	57471	18	14	57471	3	11
5237	57471	17	15	57471	3	11
5238	57471	16	16	57471	3	11
5239	57471	19	13	57471	3	11
5240	57471	18	13	57471	3	11
5241	57471	17	13	57471	3	11
5242	57471	16	14	57471	3	11
5243	57471	16	15	57471	3	11
5244	57471	17	12	57471	3	11
5245	57471	19	12	57471	3	11
5246	57471	15	15	57471	3	11
5247	57471	14	15	57471	3	11
5248	57471	14	14	57471	3	11
5249	57471	15	13	57471	3	11
5250	57471	13	14	57471	3	11
5251	57471	13	15	57471	3	11
5252	57471	11	13	57471	3	11
5253	57471	11	12	57471	3	11
5254	57471	12	12	57471	3	11
5255	57471	12	11	57471	3	11
5256	57471	14	12	57471	3	11
5257	57471	16	12	57471	3	11
5258	57471	15	12	57471	3	11
5259	57471	13	11	57471	3	11
5260	57471	13	10	57471	3	11
5261	57471	14	10	57471	3	11
5262	57471	15	11	57471	3	11
5263	57471	14	9	57471	3	11
5264	57471	15	8	57471	3	11
5265	57471	16	7	57471	3	11
5266	57471	17	6	57471	3	11
5267	57471	18	6	57471	3	11
5268	57471	19	6	57471	3	11
5269	57471	19	7	57471	3	11
5270	57471	20	7	57471	3	11
5271	57471	20	8	57471	3	11
5272	57471	20	9	57471	3	11
5273	57471	21	9	57471	3	11
5274	57471	21	11	57471	3	11
5275	57471	20	12	57471	3	11
5276	57471	16	11	57471	3	11
5277	57471	16	10	57471	3	11
5278	57471	16	9	57471	3	11
5279	57471	17	9	57471	3	11
5280	57471	17	8	57471	3	11
5281	57471	18	8	57471	3	11
5282	57471	19	9	57471	3	11
5283	57471	18	10	57471	3	11
5284	57471	19	10	57471	3	11
5285	57471	18	11	57471	3	11
5286	57471	5	13	57471	3	11
5287	57471	13	6	57471	3	11
5288	57471	9	10	57471	3	11
5289	57473	15	25	57466	37	17
5290	57466	37	17	57473	15	25
5291	57473	24	34	57476	14	10
5292	57476	14	10	57473	24	34
5293	57473	33	25	57469	19	27
5294	57469	19	27	57473	33	25
5295	57473	24	16	57489	22	36
5296	57489	22	36	57473	24	16
5297	57481	55	34	57482	13	36
5298	57481	55	35	57482	13	37
5299	57481	55	36	57482	13	38
5300	57482	55	34	57483	13	36
5301	57482	55	35	57483	13	37
5302	57482	55	36	57483	13	38
5303	57483	55	34	57471	3	11
5304	57483	55	35	57471	3	11
5305	57483	55	36	57471	3	11
5306	57486	215	357	57487	49	92
5307	57486	215	355	57487	49	92
