#####半山1彷徨的亡灵#####
道具?	海德的好运符										141174	27855	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		5040	100	0	0			0
道具?	修特的项链										141175	27756	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		5041	100	0	0			0
道具?	海德的戒指										141176	27607		18		0	1			1	1	1	6		200	200				0	10	15					5	5			5	5																																														0	0	1			0		5042	100		0			
#####半山2亡者之镇#####
道具?	项链的情报										141177	27820	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		5045	100	0	0			0
道具?	航海图										141178	27808	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		5046	100	0	0			0
道具?	止吐药										141179	26246	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		5047	100	0	0			0
道具?	修特的项链	Cayenne_banshanyao2_13.txt			ITEM_useMystery						141180	27756	0	26		0	1	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		5048	100	0	0			0
道具?	巧克力										141181	27119	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		5049	100	0	0			0
道具?	金属探测仪										141182	27850	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		5050	100	0	0			0
道具?	机器零件										141183	26024	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		5051	100	0	0			0
道具?	博士的腕轮										141184	25821	0	15		0	1	0	72	1	1	1	7	0	100	100				0			-5	-1	-5	-1	10	20													10	20																											20	30								0	0	1	80	90	0		5052	100	0	0	0	0	0
#####半山3圣鸟之谜#####
道具?	匆忙写下的笔录										141185	27817	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		5055	100	0	0			0
道具?	鸟类大全										141186	27800	0	26		0	0	0	72	1	1	1	1	0					0	0																																																										0	1	0			0		5056	100	0	0			0
道具?	暗号										141187	27820	0	26		0	0	0	0	1	1	1	1	0					0	0																																																										0	1	0			0		5057	100	0	0			0
道具?	圣鸟之羽										141188	25614		17		0	1		72	1	1	1	8		100	100				0	25	30			5	10	3	5	3	3	3	5	0	0	5	10	5	8	10	20	10	20																																				0	0	1			0		5058	100		0			
